36524	4.1483
36528	4.1171
36529	4.1267
36530	4.1299
36531	4.1129
36532	4.0898
36535	4.062
36536	4.0457
36537	4.0718
36538	4.066
36542	4.0845
36543	4.0655
36544	4.0959
36545	4.0834
36546	4.0757
36549	4.0867
36550	4.1225
36551	4.1211
36552	4.1303
36553	4.1637
36556	4.2076
36557	4.2162
36558	4.2511
36559	4.2248
36560	4.1681
36563	4.1759
36564	4.1672
36565	4.1373
36566	4.1561
36567	4.1369
36570	4.1417
36571	4.1545
36572	4.136
36573	4.1136
36574	4.1021
36577	4.1127
36578	4.0876
36579	4.0986
36580	4.0769
36581	4.1258
36584	4.1698
36585	4.1531
36586	4.1607
36587	4.1248
36588	4.1252
36591	4.1119
36592	4.1316
36593	4.1312
36594	4.1245
36595	4.0926
36598	4.1021
36599	4.1011
36600	4.0817
36601	4.0757
36602	4.0773
36605	4.0696
36606	4.0462
36607	4.0553
36608	4.0653
36609	4.0403
36612	4.035
36613	4.0477
36614	4.0785
36615	4.1033
36616	4.1428
36619	4.1343
36620	4.1899
36621	4.1896
36622	4.1895
36623	4.1742
36626	4.1422
36627	4.1497
36628	4.0992
36629	4.1631
36630	4.1751
36633	4.2762
36634	4.2723
36635	4.2558
36636	4.288
36637	4.2948
36641	4.298
36642	4.3045
36643	4.306
36644	4.4234
36648	4.4548
36650	4.544
36651	4.6342
36654	4.5833
36655	4.5197
36656	4.4124
36657	4.4932
36658	4.46
36661	4.4413
36662	4.4086
36663	4.4581
36664	4.5321
36665	4.5163
36668	4.4916
36669	4.5093
36670	4.4994
36671	4.5013
36672	4.5186
36675	4.4975
36676	4.4602
36677	4.3914
36678	4.377
36679	4.3674
36682	4.3199
36683	4.3716
36684	4.3303
36685	4.396
36686	4.421
36689	4.4002
36690	4.3939
36692	4.3974
36693	4.4169
36696	4.3942
36697	4.3913
36698	4.4103
36700	4.4327
36703	4.4667
36704	4.42
36705	4.4045
36706	4.3992
36707	4.3907
36710	4.3651
36711	4.3126
36712	4.3004
36713	4.3204
36714	4.3212
36717	4.3078
36718	4.2644
36719	4.2833
36720	4.3257
36721	4.3345
36724	4.3333
36725	4.3053
36726	4.3404
36727	4.3578
36728	4.3048
36731	4.2952
36732	4.3096
36733	4.2922
36734	4.2971
36735	4.3327
36738	4.3388
36739	4.3524
36740	4.3738
36741	4.3773
36742	4.4051
36745	4.3978
36746	4.378
36747	4.3673
36748	4.3603
36749	4.3308
36752	4.3558
36754	4.3423
36755	4.3183
36756	4.3139
36759	4.3279
36760	4.3302
36761	4.3413
36762	4.3492
36763	4.3833
36767	4.3597
36768	4.3885
36769	4.3812
36770	4.4084
36773	4.3675
36774	4.3379
36775	4.3628
36776	4.4249
36777	4.416
36780	4.4264
36781	4.4534
36782	4.4919
36783	4.503
36784	4.4873
36787	4.5423
36788	4.5901
36789	4.602
36790	4.6084
36791	4.5857
36794	4.5453
36795	4.5733
36796	4.5528
36797	4.5454
36798	4.5404
36801	4.5119
36802	4.5769
36803	4.5477
36804	4.5458
36805	4.5645
36808	4.5418
36809	4.5621
36810	4.5893
36811	4.6623
36812	4.6913
36815	4.6768
36816	4.6898
36817	4.6762
36818	4.6969
36819	4.6601
36822	4.7116
36823	4.6975
36824	4.6847
36825	4.6764
36826	4.6842
36829	4.6718
36830	4.6845
36832	4.6128
36833	4.5365
36836	4.5101
36837	4.5312
36838	4.5519
36839	4.5924
36840	4.5622
36843	4.5902
36844	4.5666
36845	4.5434
36846	4.5768
36847	4.5708
36850	4.5754
36851	4.5688
36852	4.5744
36853	4.5857
36854	4.577
36857	4.5468
36858	4.4837
36859	4.5097
36860	4.4735
36861	4.4562
36864	4.464
36865	4.4251
36866	4.4093
36867	4.3813
36868	4.3965
36871	4.4105
36872	4.386
36873	4.3945
36874	4.365
36875	4.3395
36878	4.3217
36879	4.3035
36880	4.2759
36881	4.2351
36882	4.2042
36887	4.1487
36888	4.1414
36889	4.1432
36893	4.0961
36894	4.0727
36895	4.1212
36896	4.0846
36899	4.0991
36900	4.1182
36901	4.1578
36902	4.1523
36903	4.1114
36906	4.1087
36907	4.1016
36908	4.1004
36909	4.1125
36910	4.082
36913	4.1318
36914	4.096
36915	4.1095
36916	4.1449
36917	4.1244
36920	4.138
36921	4.1358
36922	4.0879
36923	4.0644
36924	4.0205
36927	4.0315
36928	4.063
36929	4.0816
36930	4.079
36931	4.1287
36934	4.096
36935	4.0815
36936	4.0825
36937	4.1039
36938	4.1004
36941	4.0823
36942	4.0985
36943	4.1046
36944	4.1542
36945	4.1451
36948	4.1225
36949	4.0859
36950	4.0749
36951	4.0284
36952	3.9637
36955	3.9972
36956	3.9945
36957	3.9515
36958	3.9837
36959	3.9788
36962	3.9848
36963	4.0555
36964	4.071
36965	4.0918
36966	4.1117
36969	4.1335
36970	4.1198
36971	4.1174
36972	4.1394
36973	4.1323
36976	4.114
36977	4.1081
36978	4.1171
36979	4.0905
36980	4.1
36983	4.1047
36984	4.0684
36985	4.0488
36986	4.0226
36987	4.019
36990	3.9988
36991	4.0109
36992	4.0322
36993	4.0273
36994	4.01
36998	4.0376
36999	4.0238
37000	3.9982
37001	3.9807
37004	4.0384
37005	4.073
