33606	1.147
33609	1.1429
33610	1.1416
33611	1.1429
33612	1.1489
33613	1.1541
33616	1.1486
33617	1.1491
33618	1.156
33619	1.1527
33620	1.153
33623	1.1501
33624	1.1537
33625	1.1546
33626	1.1577
33627	1.1674
33630	1.1727
33631	1.1742
33632	1.1721
33633	1.1771
33634	1.1748
33637	1.1731
33638	1.1806
33639	1.1796
33640	1.1786
33641	1.1785
33644	1.1765
33645	1.1818
33646	1.1819
33647	1.1849
33648	1.1865
33651	1.1882
33652	1.1893
33653	1.1879
33654	1.1844
33655	1.1838
33658	1.1872
33659	1.1858
33660	1.1806
33661	1.1795
33662	1.1819
33665	1.1845
33666	1.1907
33667	1.1917
33668	1.1906
33669	1.1881
33672	1.1925
33673	1.195
33674	1.1943
33675	1.1947
33676	1.1988
33679	1.1993
33680	1.197
33681	1.1932
33682	1.1967
33683	1.198
33686	1.193
33687	1.1918
33688	1.189
33689	1.1899
33690	1.1886
33693	1.1906
33694	1.1899
33695	1.1913
33696	1.1928
33697	1.1891
33700	1.1877
33701	1.1881
33702	1.189
33703	1.1883
33704	1.1866
33707	1.1865
33708	1.1812
33709	1.1797
33710	1.182
33714	1.1799
33715	1.1802
33716	1.1861
33717	1.1854
33718	1.1856
33721	1.1938
33722	1.1954
33723	1.1939
33724	1.1959
33725	1.1888
33728	1.1904
33729	1.1912
33730	1.1967
33731	1.1984
33732	1.1998
33735	1.2065
33736	1.2049
33737	1.205
33738	1.2022
33739	1.2029
33743	1.1957
33744	1.1955
33745	1.1958
33746	1.1955
33749	1.1986
33750	1.2018
33751	1.2023
33752	1.2039
33753	1.2047
33756	1.2047
33757	1.2034
33758	1.2004
33759	1.1973
33760	1.1926
33763	1.1938
33764	1.1934
33765	1.1947
33766	1.193
33767	1.1915
33770	1.1925
33771	1.1958
33772	1.196
33773	1.1971
33774	1.1979
33777	1.1945
33778	1.1967
33779	1.1963
33780	1.194
33781	1.1928
33784	1.1939
33785	1.1969
33787	1.2023
33788	1.2024
33791	1.1996
33792	1.1962
33793	1.1913
33794	1.1934
33795	1.1918
33798	1.1926
33799	1.1931
33800	1.1927
33801	1.1907
33802	1.1897
33805	1.189
33806	1.1924
33807	1.1903
33808	1.1883
33809	1.1912
33813	1.1881
33814	1.187
33815	1.1828
33816	1.1842
33820	1.185
33821	1.1828
33822	1.1862
33823	1.1825
33826	1.188
33827	1.1858
33828	1.191
33829	1.1919
33830	1.1932
33833	1.1947
33834	1.1972
33835	1.1976
33836	1.1926
33837	1.1923
33840	1.1904
33841	1.1892
33842	1.1907
33843	1.1947
33844	1.1963
33847	1.1952
33848	1.1942
33849	1.1968
33850	1.1983
33851	1.1987
33855	1.2045
33856	1.2149
33857	1.2195
33858	1.2212
33861	1.2116
33862	1.2183
33863	1.2216
33864	1.2174
33865	1.2171
33868	1.2311
33869	1.2312
33870	1.2418
33871	1.2414
33872	1.24
33875	1.2465
33876	1.2537
33877	1.248
33878	1.2435
33879	1.2545
33882	1.247
33883	1.2471
33884	1.2484
33885	1.247
33886	1.2503
33890	1.2447
33891	1.2483
33892	1.2495
33893	1.2466
33896	1.2462
33897	1.2379
33898	1.2378
33899	1.2422
33900	1.2468
33903	1.249
33904	1.2371
33905	1.2396
33906	1.2421
33907	1.24
33910	1.2414
33911	1.2416
33912	1.2455
33913	1.2478
33914	1.2524
33917	1.2591
33918	1.2644
33920	1.2631
33921	1.2635
33924	1.27
33925	1.2748
33926	1.2753
33927	1.2727
33928	1.2779
33931	1.285
33932	1.2887
33933	1.283
33934	1.2823
33935	1.2849
33938	1.2858
33939	1.285
33940	1.2812
33941	1.2769
33942	1.2779
33945	1.2759
33946	1.2748
33947	1.2728
33948	1.2718
33949	1.2765
33952	1.2743
33953	1.277
33954	1.2784
33955	1.2742
33956	1.2754
33959	1.2675
33960	1.2611
33961	1.2601
33962	1.2612
33967	1.2659
33968	1.2683
33969	1.2711
33973	1.278
33974	1.2765
33975	1.278
33976	1.2792
33977	1.2818
33980	1.2754
33981	1.2778
33982	1.2818
33983	1.2782
33984	1.2822
33987	1.2766
33988	1.2769
33989	1.2799
33990	1.2868
33991	1.282
33994	1.2785
33995	1.2707
33996	1.2698
33997	1.2708
33998	1.2701
34001	1.2636
34002	1.2623
34003	1.2664
34004	1.2629
34005	1.2611
34008	1.2641
34009	1.2679
34010	1.2657
34011	1.2562
34012	1.2552
34015	1.2535
34016	1.2564
34017	1.2614
34018	1.2594
34019	1.2568
34022	1.2618
34023	1.2547
34024	1.2622
34025	1.2536
34026	1.2497
34029	1.2495
34030	1.2478
34031	1.2467
34032	1.2423
34033	1.2474
34036	1.2433
34037	1.2461
34038	1.246
34039	1.2446
34040	1.2433
34043	1.2464
34044	1.2502
34045	1.2516
34046	1.2467
34047	1.2456
34050	1.2452
34051	1.2479
34052	1.2443
34053	1.2439
34054	1.2444
34057	1.2462
34058	1.2513
34059	1.2572
34060	1.2583
34061	1.261
34064	1.2624
34065	1.2591
34066	1.261
34067	1.258
34071	1.2602
34072	1.2612
34073	1.263
34074	1.2608
34075	1.2588
34078	1.256
34079	1.2568
34080	1.2578
34081	1.2619
34082	1.2611
34085	1.258
34086	1.2711
34087	1.2733
34088	1.2722
34089	1.27
34092	1.2675
34093	1.2723
34094	1.2758
34095	1.2706
34099	1.2683
34100	1.2748
34101	1.2743
34102	1.2725
34103	1.2738
34106	1.2754
34107	1.2727
34108	1.2675
34109	1.2684
34110	1.2665
34114	1.2608
34115	1.264
34116	1.2634
34117	1.2702
34120	1.2715
34121	1.272
34122	1.2713
34123	1.2742
34124	1.2776
34127	1.2781
34128	1.2827
34129	1.2804
34130	1.2787
34131	1.2792
34134	1.2792
34135	1.2793
34136	1.28
34137	1.2769
34138	1.2748
34141	1.2735
34142	1.2781
34143	1.2805
34144	1.2824
34145	1.2827
34149	1.2811
34150	1.2823
34152	1.2884
34156	1.2856
34157	1.2844
34158	1.28
34159	1.2782
34163	1.2781
34164	1.2828
34165	1.2818
34166	1.2794
34169	1.2782
34170	1.2783
34171	1.277
34172	1.2795
34173	1.28
34176	1.2811
34177	1.2836
34178	1.2835
34179	1.2873
34180	1.2841
34184	1.2908
34185	1.2878
34186	1.2895
34187	1.2905
34190	1.2912
34191	1.2917
34192	1.3006
34193	1.3096
34194	1.3147
34197	1.3149
34198	1.314
34199	1.3198
34200	1.3181
34201	1.3195
34204	1.3196
34205	1.319
34206	1.3143
34207	1.3158
34208	1.3218
34211	1.32
34212	1.3208
34213	1.3226
34214	1.3268
34215	1.3275
34219	1.3238
34220	1.3186
34221	1.3161
34222	1.3146
34225	1.3158
34226	1.3216
34227	1.3125
34228	1.3142
34229	1.3138
34232	1.3219
34233	1.3226
34234	1.3187
34235	1.3223
34236	1.3192
34239	1.324
34240	1.3235
34241	1.3285
34242	1.3358
34243	1.339
34246	1.3399
34247	1.3384
34248	1.3353
34249	1.3327
34250	1.3318
34254	1.331
34255	1.3294
34256	1.3265
34257	1.3315
34260	1.3272
34261	1.3245
34262	1.3214
34263	1.3171
34264	1.3048
34267	1.3088
34268	1.3206
34269	1.3185
34270	1.3224
34271	1.3215
34274	1.3152
34275	1.3053
34276	1.3091
34277	1.3045
34278	1.2932
34281	1.2961
34282	1.307
34283	1.3084
34285	1.3121
34288	1.3234
34289	1.319
34290	1.3161
34291	1.3121
34292	1.3276
34295	1.3301
34296	1.3265
34297	1.3286
34298	1.3289
34299	1.3285
34302	1.3344
34303	1.3367
34304	1.3334
34305	1.3309
34306	1.3287
34309	1.3264
34310	1.3226
34311	1.3229
34312	1.3243
34313	1.3287
34316	1.3293
34317	1.3335
34318	1.3329
34319	1.3317
34320	1.3387
34323	1.3449
34324	1.3437
34325	1.334
34326	1.326
34327	1.3263
34332	1.3333
34333	1.3286
34334	1.324
34338	1.3174
34339	1.318
34340	1.3211
34341	1.3234
34344	1.3173
34345	1.3217
34346	1.3207
34347	1.3211
34348	1.3205
34351	1.3197
34352	1.3157
34353	1.3107
34354	1.3102
34355	1.3112
34358	1.3109
34359	1.3116
34360	1.3131
34361	1.3116
34362	1.3241
34365	1.3273
34366	1.3305
34367	1.3275
34368	1.3274
34369	1.3342
34372	1.3416
34373	1.342
34374	1.3443
34375	1.3416
34376	1.3428
34379	1.3534
34380	1.3543
34381	1.3507
34382	1.3403
34383	1.3384
34386	1.3397
34387	1.3429
34388	1.3397
34389	1.3471
34390	1.3513
34393	1.352
34394	1.3502
34395	1.353
34396	1.3559
34397	1.3573
34400	1.3573
34401	1.3569
34402	1.3518
34403	1.3576
34404	1.3617
34407	1.3597
34408	1.3639
34409	1.3624
34410	1.3657
34411	1.3692
34414	1.364
34415	1.3663
34416	1.3641
34417	1.3726
34418	1.375
34421	1.3747
34422	1.3771
34423	1.3792
34424	1.3837
34428	1.3953
34429	1.3842
34430	1.3839
34431	1.3861
34432	1.3817
34435	1.3881
34436	1.3793
34437	1.3759
34438	1.3795
34439	1.385
34442	1.3885
34443	1.3859
34444	1.3856
34445	1.3808
34446	1.3783
34449	1.3813
34450	1.3731
34451	1.375
34452	1.3803
34453	1.3815
34456	1.3825
34457	1.3841
34458	1.386
34459	1.3844
34460	1.3833
34463	1.3795
34464	1.3783
34465	1.3777
34466	1.3805
34467	1.3783
34470	1.3755
34471	1.3788
34472	1.3776
34473	1.3739
34474	1.3765
34478	1.3783
34479	1.3825
34480	1.3858
34481	1.3865
34484	1.3855
34485	1.3847
34486	1.3857
34487	1.3848
34488	1.3828
34491	1.3742
34492	1.3706
34493	1.3753
34494	1.3739
34495	1.3745
34498	1.3808
34499	1.3854
34500	1.3889
34501	1.3921
34502	1.392
34505	1.3939
34506	1.3898
34507	1.3846
34508	1.385
34509	1.3895
34512	1.3871
34514	1.3838
34515	1.3823
34520	1.3889
34521	1.3845
34522	1.3883
34523	1.39
34526	1.3907
34527	1.3836
34528	1.3813
34529	1.3817
34530	1.378
34533	1.3776
34534	1.3797
34535	1.3813
34536	1.3783
34537	1.3778
34540	1.3784
34541	1.3808
34542	1.3794
34543	1.3805
34544	1.3832
34548	1.3891
34549	1.3881
34550	1.3866
34551	1.3877
34554	1.3797
34555	1.3744
34556	1.3748
34557	1.3777
34558	1.3816
34561	1.3799
34562	1.3794
34563	1.3766
34564	1.379
34565	1.3753
34568	1.3754
34569	1.3772
34570	1.3743
34571	1.3723
34572	1.3698
34575	1.369
34576	1.3672
34577	1.3711
34578	1.368
34579	1.3664
34583	1.3679
34584	1.3682
34585	1.3708
